ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,CALIDAD_ALC,CALIDAD_CONDUC,CALIDAD_SDT_ra,CALIDAD_SDT_salin,CALIDAD_FLUO,CALIDAD_DUR,CALIDAD_COLI_FEC,CALIDAD_N_NO3,CALIDAD_AS,CALIDAD_CD,CALIDAD_CR,CALIDAD_HG,CALIDAD_PB,CALIDAD_MN,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
RIO BRAVO,COAHUILA DE ZARAGOZA,RAMOS ARIZPE,SALTILLO-RAMOS ARIZPE,POZO,-100.81335,25.63039,Alta,Dudosa para riego,Cultivos tolerantes,Salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Contaminada,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,DT,CF,",SI,NO,NO,NO,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.62177,25.62313,Alta,Indeseable para riego,Cultivos tolerantes,Salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,DT,NO3,",SI,NO,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.49373,25.66383,Alta,Dudosa para riego,Cultivos con manejo especial,Ligeramente salobres,Media,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.36098,25.67093,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CR,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.2642,25.76645,Alta,Dudosa para riego,Cultivos con manejo especial,Ligeramente salobres,Media,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Amarillo,"CONDUC,DT,FE,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,NO
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.19048,25.71831,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Media,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.16606,25.60186,Alta,Indeseable para riego,Cultivos tolerantes,Salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Aceptable,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.17481,25.59078,Alta,Indeseable para riego,Cultivos tolerantes,Salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,FE,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,NO
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.19453,25.498,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Media,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-102.20174,25.51958,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Media,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.17817,25.48861,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Baja,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.17488,25.4889,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Media,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.16675,25.47734,Indeseable como FAAP,Dudosa para riego,Cultivos con manejo especial,Ligeramente salobres,Baja,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"ALC,CONDUC,DT,",NO,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.16873,25.43984,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.17355,25.4402,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Contaminada,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.18182,25.43402,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.1726,25.40617,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.15225,25.44787,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Media,Muy dura e indeseable usos industrial y domestico,Aceptable,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-102.0033,25.41228,Alta,Dudosa para riego,Cultivos con manejo especial,Ligeramente salobres,Baja,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CONDUC,DT,NO3,",SI,NO,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,GENERAL CEPEDA-SAUCEDA,POZO,-101.83615,25.33876,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-101.86935,25.53829,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Media,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-101.91452,25.57514,Alta,Dudosa para riego,Cultivos con manejo especial,Ligeramente salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-101.98118,25.6075,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,-101.87539,25.65501,Alta,Dudosa para riego,Cultivos tolerantes,Salobres,Media,Muy dura e indeseable usos industrial y domestico,Contaminada,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,DT,CF,NO3,",SI,NO,NO,NO,SI,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,COAHUILA DE ZARAGOZA,CUATRO CIENEGAS,CUATROCIENEGAS,POZO,-102.070556,26.991111,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,COLIMA,COLIMA,MANANTIAL,-103.86679,19.30209,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Contaminada,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,COQUIMATLAN,ALZADA-TEPAMES,MANANTIAL,-103.83367,19.16797,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Media,Potable - Dura,Contaminada,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,COLIMA,COLIMA,MANANTIAL,-103.62713,19.20459,Indeseable como FAAP,Indeseable para riego,Cultivos tolerantes,Salobres,Media,Muy dura e indeseable usos industrial y domestico,Aceptable,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Puede afectar la salud,Sin efectos en la salud - Puede dar color al agua,Amarillo,"ALC,CONDUC,SDT_ra,SDT_salin,DT,MN,FE,",NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,NO
LERMA SANTIAGO PACIFICO,COLIMA,MANZANILLO,EL COLOMO,POZO,-104.243333,19.053861,Media,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,COLIMA,ALZADA-TEPAMES,MANANTIAL,-103.5444,19.08445,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Contaminada,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,TECOMAN,ARMERIA-TECOMAN-PERIQUILLOS,POZO,-103.72062,18.75098,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
LERMA SANTIAGO PACIFICO,COLIMA,ARMERIA,ALZADA-TEPAMES,POZO,-103.98904,19.02129,Media,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Contaminada,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Rojo,"CF,PB,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,TECOMAN,OSTULA,POZO,-103.53304,18.53648,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
LERMA SANTIAGO PACIFICO,COLIMA,ARMERIA,ARMERIA-TECOMAN-PERIQUILLOS,POZO,-103.96526,18.90683,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Contaminada,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Potable - Excelente,Rojo,"CF,MN,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI
LERMA SANTIAGO PACIFICO,COLIMA,TECOMAN,ARMERIA-TECOMAN-PERIQUILLOS,POZO,-103.94745,18.84347,Alta,Buena para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Contaminada,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,TECOMAN,ARMERIA-TECOMAN-PERIQUILLOS,POZO,-103.89716,18.82877,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,MANZANILLO,MARABASCO,POZO,-104.55952,19.20004,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Puede afectar la salud,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
LERMA SANTIAGO PACIFICO,COLIMA,ARMERIA,ALZADA-TEPAMES,POZO,-103.93098,19.05583,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,TECOMAN,ARMERIA-TECOMAN-PERIQUILLOS,MANANTIAL,-103.87371,19.0665,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Media,Potable - Dura,Contaminada,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,COQUIMATLAN,ALZADA-TEPAMES,POZO,-103.91957,19.17448,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Amarillo,"FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
LERMA SANTIAGO PACIFICO,COLIMA,TECOMAN,ARMERIA-TECOMAN-PERIQUILLOS,POZO,-103.82841,18.78657,Alta,Buena para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,MANZANILLO,MARABASCO,POZO,-104.52775,19.22969,Baja,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Moderadamente suave,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,MANZANILLO,EL COLOMO,POZO,-104.23293,19.03872,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Contaminada,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Sin efectos en la salud - Puede dar color al agua,Rojo,"CF,MN,FE,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,NO
LERMA SANTIAGO PACIFICO,COLIMA,MANZANILLO,EL COLOMO,POZO,-104.205807,19.03032,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,MANZANILLO,EL COLOMO,POZO,-104.322361,19.127083,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,MANZANILLO,SANTIAGO-SALAGUA,POZO,-104.3391,19.12627,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Contaminada,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,MANZANILLO,VENUSTIANO CARRANZA,POZO,-104.10233,19.0126,Media,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,MANZANILLO,VENUSTIANO CARRANZA,POZO,-104.071944,18.99925,Alta,Permisible para riego,0    Excelente para riego,0    Potable - Dulce,Baja,Potable - Dura,Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"NO3,",SI,SI,ND,ND,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,IXTLAHUACAN,VALLE DE IXTLAHUACAN,POZO,-103.73567,18.99686,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,ARMERIA,VENUSTIANO CARRANZA,POZO,-104.05985,18.98215,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Baja,Potable - Dura,Contaminada,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
LERMA SANTIAGO PACIFICO,COLIMA,IXTLAHUACAN,VALLE DE IXTLAHUACAN,MANANTIAL,-103.70785,18.99035,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Contaminada,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
CUENCAS CENTRALES DEL NORTE,DURANGO,EL ORO,MATALOTES-EL ORO,POZO,-105.41268,25.91927,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
