ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,CALIDAD_ALC,CALIDAD_CONDUC,CALIDAD_SDT_ra,CALIDAD_SDT_salin,CALIDAD_FLUO,CALIDAD_DUR,CALIDAD_COLI_FEC,CALIDAD_N_NO3,CALIDAD_AS,CALIDAD_CD,CALIDAD_CR,CALIDAD_HG,CALIDAD_PB,CALIDAD_MN,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,POZO,-109.697542,23.06715,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Alta,Potable - Dura,Fuertemente contaminada,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,CF,",SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,PENINSULA DE YUCATAN,POZO,-91.04672,18.1868,Alta,Dudosa para riego,Cultivos con manejo especial,Ligeramente salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.55914,19.74566,Media,Indeseable para riego,Cultivos tolerantes,Salobres,Baja,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.49801,19.77364,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Baja,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.42225,19.65788,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,PENINSULA DE YUCATAN,POZO,-90.65317,19.63013,Alta,Dudosa para riego,Cultivos con manejo especial,Ligeramente salobres,Baja,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,PENINSULA DE YUCATAN,POZO,-90.70225,19.52958,Alta,Indeseable para riego,Cultivos tolerantes,Salobres,Media,Muy dura e indeseable usos industrial y domestico,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,PENINSULA DE YUCATAN,POZO,-90.62253,19.27276,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.17564,19.52199,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.12211,19.74728,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,HOPELCHEN,PENINSULA DE YUCATAN,POZO,-89.85167,19.74251,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Alta,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,HOPELCHEN,PENINSULA DE YUCATAN,POZO,-89.74793,20.00898,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,HECELCHAKAN,PENINSULA DE YUCATAN,POZO,-89.90955,20.10319,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Alta,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,DT,",SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,HECELCHAKAN,PENINSULA DE YUCATAN,POZO,-90.1235,20.1959,Alta,Dudosa para riego,Cultivos con manejo especial,Ligeramente salobres,Media,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,HECELCHAKAN,PENINSULA DE YUCATAN,POZO,-90.16612,20.14573,Alta,Dudosa para riego,Cultivos con manejo especial,Ligeramente salobres,Media,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,TENABO,PENINSULA DE YUCATAN,POZO,-90.22615,20.02983,Alta,Dudosa para riego,Cultivos con manejo especial,Ligeramente salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,CALKINI,PENINSULA DE YUCATAN,POZO,-90.059102,20.321355,Alta,Dudosa para riego,Cultivos con manejo especial,Ligeramente salobres,Media,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,CALKINI,PENINSULA DE YUCATAN,POZO,-90.0605,20.37721,Alta,Indeseable para riego,Cultivos tolerantes,Salobres,Baja,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,ESCARCEGA,PENINSULA DE YUCATAN,POZO,-90.288313,18.648749,Alta,Buena para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,CALAKMUL,PENINSULA DE YUCATAN,POZO,-89.31538,18.93264,Alta,Indeseable para riego,Cultivos tolerantes,Salobres,Alta,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,FLUO,",SI,NO,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,ESCARCEGA,PENINSULA DE YUCATAN,POZO,-90.72135,18.6058,Media,Permisible para riego,Cultivos sensibles,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,CARMEN,PENINSULA DE YUCATAN,POZO,-90.92259,18.77386,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,PENINSULA DE YUCATAN,POZO,-90.66071,17.83397,Alta,Dudosa para riego,Cultivos con manejo especial,Ligeramente salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,PENINSULA DE YUCATAN,POZO,-90.73954,17.94648,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Alta,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,PENINSULA DE YUCATAN,POZO,-90.77618,17.89228,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Rojo,"CR,FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO
PENINSULA DE YUCATAN,CAMPECHE,HOPELCHEN,PENINSULA DE YUCATAN,POZO,-89.67811,19.67761,Indeseable como FAAP,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Potable - Optima,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"ALC,",NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,JUAREZ,VALLE DE JUAREZ,POZO,-106.28142,31.54709,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,GUADALUPE,VALLE DE JUAREZ,POZO,-106.11205,31.34143,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Alta,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,PRAXEDIS G. GUERRERO,VALLE DE JUAREZ,POZO,-105.8813,31.27197,Alta,Permisible para riego,Cultivos tolerantes,Salobres,Media,Muy dura e indeseable usos industrial y domestico,Aceptable,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Puede afectar la salud,Sin efectos en la salud - Puede dar color al agua,Amarillo,"SDT_ra,SDT_salin,DT,MN,FE,",SI,SI,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,NO
RIO BRAVO,CHIHUAHUA,AHUMADA,FLORES MAGON-VILLA AHUMADA,POZO,-106.43805,30.15929,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Moderadamente suave,Aceptable,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,GALEANA,BUENAVENTURA,POZO,-107.65257,30.29047,Media,Excelente para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Suave,Buena calidad,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,NUEVO CASAS GRANDES,CASAS GRANDES,POZO,-107.93162,30.37578,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,CASAS GRANDES,CASAS GRANDES,POZO,-107.96673,30.26354,Media,Excelente para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,NAMIQUIPA,BAJA BABICORA,POZO,-107.47621,29.03065,Media,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Amarillo,"FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
RIO BRAVO,CHIHUAHUA,BACHINIVA,BAJA BABICORA,POZO,-107.24538,28.7217,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Media,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,CUAUHTEMOC,CUAUHTEMOC,POZO,-107.00819,28.58134,Media,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,MEOQUI,MEOQUI-DELICIAS,POZO,-105.543611,28.426111,Alta,Buena para riego,Cultivos sensibles,Potable - Dulce,Alta,Potable - Suave,Potable - Excelente,Potable - Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,MEOQUI,MEOQUI-DELICIAS,POZO,-105.567222,28.355833,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,CUAUHTEMOC,CUAUHTEMOC,POZO,-106.86832,28.41368,Media,Excelente para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Amarillo,"FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
RIO BRAVO,CHIHUAHUA,MEOQUI,MEOQUI-DELICIAS,POZO,-105.428333,28.33,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Alta,Potable - Dura,Potable - Excelente,Potable - Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,MEOQUI,MEOQUI-DELICIAS,POZO,-105.625833,28.391111,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Dura,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Rojo,"FLUO,FE,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
RIO BRAVO,CHIHUAHUA,MEOQUI,MEOQUI-DELICIAS,POZO,-105.480278,28.270833,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Alta,Potable - Dura,Buena calidad,Potable - Buena calidad,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,CHIHUAHUA,EL SAUZ-ENCINILLAS,POZO,-106.40643,29.48187,Media,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,CHIHUAHUA,EL SAUZ-ENCINILLAS,POZO,-106.2562,29.06838,Media,Buena para riego,Excelente para riego,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,DELICIAS,MEOQUI-DELICIAS,POZO,-105.39353,28.23409,Media,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Media,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,JULIMES,MEOQUI-DELICIAS,POZO,-105.41464,28.42294,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Alta,Potable - Dura,Fuertemente contaminada,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,CF,AS,",SI,SI,SI,SI,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,OJINAGA,LOS JUNCOS,POZO,-104.66156,28.99189,Media,Buena para riego,Cultivos sensibles,Potable - Dulce,Alta,Potable - Moderadamente suave,Aceptable,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,DELICIAS,MEOQUI-DELICIAS,POZO,-105.39771,28.15061,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Contaminada,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,NUEVO CASAS GRANDES,CASAS GRANDES,POZO,-107.93687,30.74747,Media,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Suave,Aceptable,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,ASCENSION,ASCENSION,POZO,-108.00337,31.05437,Media,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Verde,NINGUNO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
RIO BRAVO,CHIHUAHUA,ASCENSION,PALOMAS-GUADALUPE VICTORIA,POZO,-107.76391,31.37659,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,Amarillo,"DT,FE,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,NO
RIO BRAVO,CHIHUAHUA,ASCENSION,PALOMAS-GUADALUPE VICTORIA,POZO,-107.79295,31.55764,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Fuertemente contaminada,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
